25/12/2024,0,0
25/1/2025,14.5,15.1
25/2/2025,20.1,
25/3/2025,24.6,
25/4/2025,31.2,
25/5/2025,38.7,
25/6/2025,54.3,
25/7/2025,62.7,
25/8/2025,78.7,
25/9/2025,99.1,
25/10/2025,100,
